text,label
우와... 키키 거기 가면 집밥 먹을 수 있는거야?,0
넵 하하 그럼요 키키 언니는 배달 음식 자주 먹어요?,0
응 키키 그럴때는 보통 얘가 밥하기 싫을때지 키키,0
키키 아 밥 당번이니까 키키 그럴 수밖에요 키키,0
키키 네 아침마다 훌라후프 돌리고 식단 조절도 하시고 키키,0
김치볶음밥 같은 거 해먹으면 되겠네,0
아니면 간장계란밥 같은 건 어때?,0
오 간장계란밥 나쁘지 않은 거 같은데? 키키,0
넌 어떤 식으로 간장계란밥 해먹어?,0
나는 따뜻한 음식을 좋아해서,0
갑자기 국밥이 확 땡기네,0
나는 음식은 냉면을 좋아하는 더 겨울이 좋다,0
갑자기 국밥이 확 땡기네,0
나는 음식은 냉면을 좋아하는데 겨울이 좋다,0
헉. 몰랐어. 일반 식당인 줄 알았는데~,0
아침 일찍 사람 없을 때 한번 브런치 먹으러 가보장,0
점심은 뭐 먹지 키키,0
밥솥 코드만 뽑아도 전기세 절감된다고 하더랑 ㅎ,0
식사도 신경 써야지... ㅜㅜ,0
맞어 식사는 그냥 보고 밖에서 할까 싶어,0
이제 밥 못하겠어 ㅎ,0
키키 플스로도 초밥 타이쿤 같은 거 할 수 있어,0
맞어 기억난다 초밥 타이쿤,0
오늘은 저녁 뭐 먹었어? 배달?,0
육아하면서 내 식사는 못 챙기니 허겁지겁 아무거나 먹어서 더 찌는 거 같아 ㅠ,0
매운 음식 땡긴다 ㅠㅠ,0
오... 역시 리뷰 이벤트 좋네. 맛집이야?,0
나름 맛집!,0
그치 키키 나 오늘 저녁에 꼭 배달시켜 먹을 거양,0
아침 안 먹어서 그런지 맛있겠다 키키,0
벌써부터 저녁 먹을 생각에 행복,0
맞아 ** 집 인테리어 카페 같아서 사진 잘나와 사진 맛집,0
밥도 별로라던데,0
키키 그러니까 밥도 문제가 많더라...,0
아 밥을 잘 챙겨줘야지... 부실하던데 ㅠㅠ,0
키키 백종원님 하와이 가서 맛집 다니는 거 보고 너무 가고 싶었음,0
"어둡고, 아침에 눈 뜨는 것부터가 힘들어",0
아침에 일어날 때 그 서글픔 ㄷㄷ,0
"운동하는 거 너무 힘들어서, 점심 때 샐러드 위주로 먹으려고 하는 중",0
아침에 조깅할 때 입게 나이키 갔는데 바람막이 5만 원대에 득템,0
* 밥 먹었어~?,0
*아 ㅠㅠ 밥 먹었지 지금 남자친구랑 밖에서 공부하다가 왔어~,0
아유 너는 저녁 먹었어?,0
왜 체했어? 저녁에 뭐 먹었길래 ?,0
저녁에 돈까스랑 우동 먹었는데 점심부터 체했나 못 먹었어 별로,0
약 못 먹었어 일하면서 점심 먹는데 바빠서 급하게 먹긴 했지 ㅠ,0
진짜? 많이 바빴겠다 오늘... 나는 오늘 점심에 비빔국수 먹었어,0
키키 너 방금 밥 먹었따며,0
점심 얘기 한 거 였어 ^^ *아,0
응으 그냥 같이 밥 먹는 정도? 케이크 먹고,0
얘들아 밥 먹었니,0
집이 최고의 음식점이라고 할수 있지,0
키키 형은 음식 잘하나 보네 부럽,0
형 음식 잘해?  엠에스지 많이 쓴다 하지 않았어?,0
"요즘엔 밥 벌어 먹고 살기도 힘들어서 검도관 
못 다녀",0
갑자기 뷔페를 가서 엄청난 양의 음식을 섭취하고 헬스장에 가고 싶어,0
다들 알고 싶어 하겠지만 사실 한 시간 내내 걸어도 공깃밥 한 그릇 칼로리도 소비하지 못하지,0
요즘 메디헤어를 쓰고 밥을 먹으러 식탁에 나오더라고 버르장머리 없이,0
택배와 음식 배달은 정말 혁명인 것만 같아,0
나는 이제 일 끝나서 밥 못 먹었는데...,0
세상에 맛있는 게 그렇게 많은데 왜 내 음식은 없는 걸까,0
그러니까 키키 다들 저녁 먹었어?,0
*이는 이름값을 할 때가 오는구나 밥 타임!,0
키키 오 아니야~ 나 요즘 살 뺄라고 저녁 잘 안 먹고 그래,0
저녁을 안 먹고 디저트를 먹은 것인가?,0
나는 밥 안 먹고 굶어 키키,0
고양이는 밥만 잘 주면 혼자 잘 큰데,0
행복한 돼지가 되는 첫 걸음인 것 같아 배달 음식은,0
** 밥 먹었니?,0
웅 누나 나 똥싸고 왔어 밥 많이 먹어서,0
응응 아 오늘 일하는게 너무 힘들었나봐 점심부터 체한 것 같아,0
외식도 맨날 먹는 거 먹으니 질리고...근데 가족끼리는 식당  인원 제한 없는 건가?,0
저는 어디서 감염될지 모르니까 더 외식하기 꺼려지더라구요 ㅠㅠ  맛집은 코로나 상관 없이 계속 잘 되는듯,0
나도 점심때 샤브샤브 먹을까  생각 중이었는데,0
우리 엉마는 무슨 음식 외식하시는 거 좋아하셔?,0
햄스터 키우면 또 톱밥이랑 먹이랑 다람쥐 통이랑... 살 게 아주 많겠군,0
살  뺀다고 저녁을 안 먹는데 살이 59에서 더 안 움직여,0
점심 식사 후 디저트는 필수지요!,0
녀보는 식사 잘 하고 있어용?,0
형부도 맛밥이요!,0
저는 밥 먹고 후식으로 커피 마시러 왔어요~,0
그 외에도 아가랑 가기 좋은 식당 카페 있음 잘 기억해둡시당!,0
네네 맛집이랑 까페랑 여기 저기 디저트 맛있는 곳 많이 알아봐요~,0
저도 아침에 영어 리스닝 화상강의 듣다가 이제는...하하,0
식사 후 산책이 최고로 좋은 스포츠 같아요!,0
아 네 지중해 마을은 아산에 있는데 맛집도 제법 있고 한번 가볼 만해요~,0
엄청 관광지 느낌이긴 한데 키키 관광지니까 밥 먹고 놀기 좋음!,0
농도라는 이름의 밥집 + 카페였나요 영남 알프스~,0
어제 아침에는 안개 좀 끼고 했지만 낮에는 밝고 맑았는데 하하,0
피부에 염증이 잘 생겨서 ㅠㅠ 미용에 좋은 음식 해 먹어야 하려나,0
피부 좋아질람 건강에 좋은 음식을 잘 먹어야 할 텐뎅 하하,0
피부에 좋을라면 과일이나 비타민이 많이 들어간 음식이 좋을 듯,0
그쵸 글고 저녁에 안 먹고 건강 관리를 잘 해야 할 텐데~,0
저녁 너무 먹었나,0
저녁 뭐먹었어?,0
난 다이어트라 저녁은 패스~,0
주변에 주유소 카페 음식점 찾을수도 있고 아주 편리하게 되어 있던데 키키,0
뭐하러 세금으로 밥먹여주면서 살려두나 몰라,0
그거 키우겠다고 톳밥사고 해바라기 씨앗 엄청 샀는데 키키,0
키키 나도 점심 먹고 오느라 답이 늦었네 키키,0
엉 나도 전에 일 할 때 회사나 학교에서 단체주문 들어오면 대기가 두시간 걸릴 때 있었는데 점심시간이랑 맞물리면 왓더헬...,0
저녁 밥은 식구들끼리 먹었어?,0
응~ 엄마가 밥 하기 귀찮다고 외식했어,0
아 나는 아까 먹은 짜장면 안꺼져서 방에 있고 엄빠만 저녁 냠냠중,0
ㅇㅇ 원래 여행은 숙소 잡으면 맛집 찾는건 껌이지,0
전시회가 저녁 늦게까지 하나보네!,0
아 홍대에서 자고 일어나서 점심 먹고 전시회 가려고,0
맛집 어디 갈거야?,0
맞아 저녁에 선선하니 산책시키기 딱이야 키키,0
아침 저녁 쌀쌀하고 점심 개더워 여름인줄,0
오 나도 예능 밥 먹을 때 꼭 틀어,0
밥 먹을 때 사운드 비는거 용납 못해 키키,0
맛집 추천해 주세용,0
콩나물 국밥집 좋디~ 순대국밥도 맛있구,0
키키 분식엔 김밥과 쫄면이지,0
나도! 초밥도 일본라멘도 핵존맛!,0
또 저녁에 풀벌레 소리 들으면 좋더라거 키키,0
맞아 식당도 바글바글인데 결혼식은 진짜 그냥 앉아있기만 하잖아,0
그거 옛날에 한 거 아니야? *** 나온 음식다큐?,0
너희 먹어봤어? 난 모르는 맛인데 키키 딱 봐도 밥도둑이네,0
다음 계모임 할 때 거기서 점심 먹을래?,0
응응 난 좋음 거기 만두도 완전 맛집이다 키키,0
찬성! 중국음식 맛집을 졸업하고서야 알다니 ㅠㅠ,0
내가 가지고 있던 중국 음식에 대한 편견이 좀 깨짐 키키,0
비슷함 뭐 고라니 밥 줬더니 자기 들이받아서 의가사 제대했다 이런 거,0
아 키키 거기 동물들 은근히 군인들이 밥 줘서 손 타고 그런다며,0
그러게 근데 단둘이 밥 먹는데 한 명이 식사 끝나면 나머지 한명 민망해지긴 함,0
ㅁㅈㅁㅈ 거기 그냥 간단히 음식 사 먹기도 좋잖아 베이크랑 피자 가성비 짱,0
그냥 키키 뭔가 밖에서 먹으면 밥이 안 넘어가는 느낌이야,0
애슐리 음식 종류 적잖아~,0
맛집이야 거기가?,0
음식 좀 가려서 먹어 ㅠㅠ,0
음식은 못 바꿔... ㅠㅠ,0
두유는 내 저녁이야 키키,0
그렇다고 해도 아침에 점검할 때 이상 없었나?,0
난 앞머리는 집에서 자르는데 아침마다 늦어서 강제 기르는 중 키키,0
쉐이크 이미 집에 많고 음 곤약밥이랑 닭 가슴살 볶음밥 소시지?,0
아침밥 먹었어?,0
난 지금 점심시간이라 샌드위치랑 아아 먹는 중!,0
나는 밥 먹고 싶다 ㅜㅜ,0
아침에 밥 먹고 나왔어 키키,0
김치볶음밥 먹을까 키키,0
아니 키키 또 아침부터 뚝딱였어 정신없이 키키,0
안 그래도 아침에 힘든데 이상해도 월요일은 더 힘들어 키키,0
실수로 밟으면 아침부터 짜증 나 키키,0
진짜 아침부터 코 테러 맞아 ㅠㅠ,0
응 ㅠㅠ 아침에 밟고 버스라도 타면 ㅠㅠ 진상이지 키키,0
대구가 좋은게 맛집이 많아 키키,0
응 ㅜㅜ 대구에 맛집 많지!,0
키키 자주 가는 맛집 있어? 키키,0
응응 키키 나 웬만하면 식당에서 파전 같은 거 안시켜먹는데... 키키,0
요즘 맛집이나 카페들은 다 애매한 위치에 있어서 찾아가기가 힘들어,0
키키 여튼 맛집이라는 곳은 너무 바가지가 많은 것 같아 키키,0
월욜 아침마다 회의하는거 진짜 너무 싫어 키키,0
안그래도 월욜 아침이 제일 힘든데 키키,0
그러니까... 아침부터 다 모여서 잡답하고 올 때도 종종 있어 키키,0
저녁 먹었어?,0
요즘 군대는 저녁에 치킨도 시켜 먹을 수 있더라?,0
오오 재밌겠다 밥은 어디 먹을지 정했어?,0
키키 밥은 숙소에서 배달 시켜 먹을라고 키키,0
서울까지 가서 맛집을 안가? 키키,0
응 키키 전시회 키키 그리고 내가 가는 곳 주변에 딱히 맛집이 없더라 키키,0
서울 고속버스터미널 파미에? 거기 음식점 엄청 많더라,0
뭐 계란김밥으로 누가 한명 식중독 걸려서 죽지 않았어요?,0
키키 팬들 새벽에 결과 기다린다고 밤샜는데 아침 9시쯤인가 발표남 키키,0
다들 오늘 아침밥은 먹었어?,0
아침에 물 한 잔 쭉 먹고 챙겨먹었어용 이모는요?,0
아침에는 입맛이 없어 많이 못 먹겠어,0
아침엔 잘 안 들어가긴 하죵... 물 한 잔 먹기도 벅참,0
오늘 저녁에는 찜닭 해서 먹으려고,0
아침 많이 먹고 저녁은 조금 먹는 거야,0
호박찌개 훈제오리 맛있겠당 오늘 저녁은 다들 맛있군,0
이번주에 3일을 쉬면서 저녁을 먹었더니 목 아퍼,0
그렇구나 키키 오늘 저녁 찜닭 맛있게 먹어야지,0
오늘 저녁 찜닭에 콜라 한 잔 때려야겠당,0
*서방도 지하철 있으면 아침 출근이 덜 부담일텐데...,0
특히 아침에 출근길 진짜 빽빽하게 밀리던데...,0
아침밥도 차에서 드시는 거에요?,0
그니까요...ㅠㅠ 하 요즘 군대 밥 때문에 말 많던데,0
오히려 교도소 밥이 더 잘 나온다는 말도 있더라구여,0
달력에 체크해 놓았다가 편지도 쓰고 선물도 주고 맛있는 음식도 사다 주고,0
그 바람에 어항이며 물고기 밥 꾸밀 것 반려용품들을 샀네,0
아침밥 먹고 천천히 와,0
오늘도 위생을 위해 아침부터 청소중이였어,0
아침부터 많이 바빴겠다,0
치킨은 서민의 음식이야!,0
너무 비싸져서 서민의 음식은...,0
떡볶이는 집에서 해 먹는 레알 서민 음식,0
아침부터 뭐 해야 할 일이 생겼대,0
60대래... 지금 기사 님이 트라우마에 밥을 못 드신대,0
엉 그걸 치운 후에 밥을 못 드신대...,0
다들 아침 먹는 편?,0
난 아침 챙겨 먹고 다니지용 키키,0
난 아침은 안 먹어,0
밥심으로 일해야 함,0
아침 먹으면 꼬르륵 소리 덜낰 키키,0
그냥 아침은 라면 국룰 아니냐,0
김에다가 밥 아니면 두유 같은 거라도?,0
그냥 엄마가 밥 차려주면 화해하는 거임,0
식사 할 때 넘 불안한디,0
손장갑 끼구 밥 먹을 때 어짜피 마스크 내려서 ㅜㅜ,0
음식 나르다가 볼일 다 봄 키키,0
하... 하기는 애기 보다가 밥 못 먹을 듯,0
괜찮아 음식물 버리면 또 금방 죽어 걔네,0
와 우리는 점심시간에 무족권 공기 ㄱ ㄱ,0
콩국은 모야? 신 음식이여,0
낚시에  빠지면 밥 먹는 시간도 아까움 키키,0
음식물 처리기 사고 싶다,0
나도 음식물 가는 거!,0
아침 드라마임 키키,0
아침 드라마는 다 막장 키키,0
아침 드라마는 국룰이지!,0
오늘 저녁 메뉴 정하신 분,0
명절 음식 아직도 처리 못했엉,0
명절 음식 왜 나는 없지 ㅜㅜ,0
공부할 꺼가 키키 밥상이 책상 아니가,0
아침에는 진짜 추움,0
붙잡히면 아침부터 열일 하는거지 머~ 키키,0
오빠야 식사했나 하하,0
엉 저녁 먹었지 하하,0
니는 저녁식사 했나?,0
식사 메뉴 뭐였어?,0
니는 식사 메뉴 뭐야?,0
엉 키키 니도 빨리 저녁 먹어야지 ㅜ,0
엉 키키 저녁에는 날씨가 좀 춥더라,0
초저녁은 그래도 더웠다 ㅠㅠ,0
오늘 점심은 뭐 먹을 거야~?,0
점심은 먹었어?,0
흠 밥 먹을 수 있는 정도였으니깐 1시간? 2시간인가?,0
밥 다 먹고 나올 때는 너무 아쉽겠다 ㅠㅠ,0
저녁에 날씨 쌀쌀하니까 옷 잘 입어야겠더라 하하,0
요새 아침 저녁 기온차 좀 심하더라 ㅠ,0
지금 감기 걸리면 병원 가기도 뭐한데 하하 저녁에 그래도 산책하긴 좋은 거 같애 선선해서,0
그러니까 하하 저녁마다 산책 다니고 있는 거야?,0
키키 전 뭐 밥 먹을 때도 음료수예요,0
저녁 있는 삶을 달라!,0
키키 그건 그래요 키키 진짜 식당도 10시면 문 닫고,0
응응 식당도 그냥 지나가다가 들어가고 그런 거 좋아해 키키,0
응 키키 이제는 숙박 식당 이런 거 다 강아지 위주 키키,0
맞아요 요새 아침에 일어나면 목이 칼칼해요 키키,0
오늘 식사 메뉴가 어떻게 돼?,0
너는 점심 뭐 먹어,0
형 저녁식사 메뉴가 어떻게 돼 ?,0
니는 저녁식사 메뉴 뭐야?,0
난 아직 식사 못했으,0
원래 저녁식사 늦게 하나?,0
점심을 늦게 먹었나?,0
아 점심을 조금 늦게 먹었나봐,0
점심에 치킨 시켜 먹었어?,0
밥 사기 내기 콜?,0
아침에 꿀 먹으니까 속 안 좋아지더라 ㅠㅠ,0
아니 나는 음식 안맞더라 ㅜㅜ,0
중국 도시 마다 파는 음식도 다르고 그렇다 카던데,0
키키 나도 밥 먹다가 우연히 봤는데 은근 힐링되던데 키키,0
키키 집에서 밥 먹을 때도 티비 안 보나?,0
키키 밥 먹을 때 폰 보면 목 꺾이지 않나? 키키,0
키키 ** 저녁 안 먹고 온대요?,0
응 ** 낼 아침 근무라서 안 먹고 걍 내려온대,0
키키 맞아 근데 점심 잘 먹고 좀 속이 안 좋대,0
아침에 많이 잘 수 있겠어요 키키,0
맞아... 뭔가 살 빠질 것 같지만 제때 밥 못 먹고 해서 힘든 것 같더라구,0
응... 근데 웃긴게 저녁에만 그래,0
우리 저번에 간 전포카페거리 밥집 맛있더라,0
전포동에 맛집이 엄청 많이 생겼어.,0
작고 예쁘고 숨어있는 맛집들이 많아서 찾아가는 재미가 있지,0
빙수 맛집도 있다던데 도쿄빙수인가,0
안가봤는데 맛집이야?,0
맞아 키키 따뜻한 음식 먹어주고 먹으면 좋겠다 키키,0
대창 덮밥?,0
맛집도 있다던데 느끼할 거 같지만 먹어보고 싶어,0
곱창 맛집도 있다 그러지 않았나 대기쩌는 집,0
볶음밥 생각하면 전골도 먹고 싶은데,0
목장원에서 하더라고 밥도 맛있고 좋더라,0
아 진짜... 심각하더라 ㅠㅠ 와 진짜 이제 김치 국산인지 확인하고 먹는다 ㅠㅠ 식당가면,0
그치 키키 음식도 이제 온라인 쇼핑몰로 주문하게 돼 키키,0
무한도전 나 아침마다 틀어놓고 출근준비 햌 키키,0
웅웅 저녁 먹으러가자!,0
그래 술은 가볍게 하고 저녁 느낌으로 먹자 하하,0
여긴 밥으로 쪼잔하게 굴어...,0
여기 밥집 하나 있는데 거기서 먹으라는거 같아...,0
거기 밥 집 맛은 어때? 키키,0
알았어 그러면 오늘 저녁은 외식 하자고 애교 부려야겠다 키키~,0
당연하지 서귀포에 김밥집 있거든 거긴 무조건 가야해!,0
오 김밥집?,0
거기는 무슨 김밥 파는데?,0
그냥 일반 김밥인데 줄 서서 먹는다고 들었어 하하,0
원래 제주도는 고등어김밥이 유명한거 아니야?,0
고등어김밥?,0
아 진짜? 아무튼 저기 서귀포 가면 저 김밥집은 꼭 갔다 와,0
오빠는 집에서 음식 자주 해드세요?,0
조금 귀찮긴 한데... 배달 음식이 몸에 안좋다고 하니 집에서 좀 해먹게 되더라구요!,0
그리고 배달 음식은 한달 식비가 장난 아니게 나오더라구요 키키,0
키키 삼겹살 집에서 먹는거 번거러운데... 요즘 코로나 때문에 식당엘 못가니,0
키키 맞아 배달 음식은 비용도 비싸...,0
ㅜㅜ 그렇죠 ㅜㅜ 식당에 못가니 집에서라도 해먹어야죠 ㅜㅜ,0
키키 나도 다이어트한다고 샐러드 받아먹은 적 있는데... 밥 먹고 샐러드는 후식으로 먹게 되더라,0
나는 오늘 점심에 라면 먹었어! 키키,0
밥 먹었나?,0
밥까지 말아먹었더니 배부르네 키키,0
밥은 참을걸 그랬다 키키,0
키키 원래 라면은 밥까지 먹는 게 국룰이지,0
그럼 아침부터 전쟁이겠네,0
우리 집은 매일 점심시간 때 밥 먹으라고 카톡해 주시더라! 키키,0
나는 가끔 밥먹을 때 틀어놓고 보는데 아직도 짱구하고 있어! 키키,0
키키 스폰지밥도 진짜 좋아했는데ㅠ,0
아 스폰지밥도 재밌어 키키,0
오 돈코츠 라멘 잘하는 곳이 진짜 맛집인 거 같던데,0
"맨날 밥, 김치, 국 이런 것만 나왔으니 맛있을 수밖에",0
뭔가 맛집 투어 다니고 싶다 키키,0
나도 맛집 투어 하고 싶다... 요즘 맛있는 걸 못 먹어서,0
키키 너가 제일 생각나고 먹고 싶은 음식이 뭐야?,0
제주도 맛집 내가 다 꿰고 있음,0
응 키키 그때 제주도 맛집 싹 다 정복했었다 키키,0
아침이 정말 힘들겠다 에휴,0
난 잠이 많아서 아침에 멀리는 못 가 키키,0
저녁에 일과 끝나고 쓸 수 있다던데,0
나 요즘 아침에 일어만 나면 머리가 아파...,0
밥 먹었어 ?,0
나는 아침에 늘 시리얼 먹어 키키,0
점심은 안 먹었다,0
맞아 아침에 가서 오를 땐 시원했는데 중간쯤에 뜨겁더라,0
근데 어떤 국회의원이 그러던데 어느 분식점에서 150만 명이 떡볶이랑 라면 먹고 그중에 한 백 명이 배탈 났다고 해서 라면은 배탈을 유발한느 음식이라고 하냐고,0
나는 점심으로 라면 먹고 왔다 키키,0
키키 밥이랑 같이 먹었으면 맛있었겠다 키키,0
넌 아침은 잘 챙겨 먹어? ㅠㅠ,0
키키 아니요 전 아침은 안 먹어요 키키,0
키키 네 거기다가 못 먹었던 음식도 먹을 수 있고,0
키키 진짜 음식이 입으로 들어가는지 코로 들어가는지,0
키키 아? 키키 좋네요 진짜 저녁에 카톡 하고,0
사회화 해줘야 하고 간식이랑 밥 만들어주기도 하고...,0
밥도 매일 똑같은 거 먹으면 안 먹어서 바꿔줘야 하고,0
그런데 맞고 바로 밥도 먹고 할 건 다해요,0
오빠 저녁 식사 했어요? 키키,0
키키 응 밥 먹었지 키키,0
너도 저녁 먹었어?,0
네네 배달음식 시켜 먹었어요 키키,0
진짜 아침마다 차 막히는 거 너무 스트레스에요,0
우리는 그냥 맛집 찾아다니고 앉아서 얘기를 많이 나누는 편이야,0
아아 키키 맛집... 저는 먹을 거에 관심이 없어서,0
우리는 자주 만나지 못하니까... 하하 같이 밥 먹고 얘기하는 거 좋아해,0
아침엔 누구나 시간이 없는 법,0
아... 오늘은 저녁쯤에 여자친구 만나러 갈까 생각 중이야,0
족발은 어디가 맛집이지,0
맞아 진짜 코로나떄문에 맛집은 일찍 닫아서 아쉬워,0
키키 그래 족발 고고 서울에 맛집 많자나,0
알겠어 내일은 뭐 시켜먹지 배달 맛집 추천좀 ㄱㄱ,0
키키 배달 맛집 많이 알아두면 야식 먹을 때 좋잖아,0
우리동네에 배달맛집 있는데 나중에 한번 소개시켜줄게!,0
아침에 만원 지하철 그만 타고 싶어,0
점심에 회식대신에 맛있는 거 사죠!,0
키키 점심 회식도 생겼지...,0
등산 후에는 먹는 음식은 꿀맛이야,0
등산 후에는 막걸리에 산채 비빔밥이쥐~,0
도토리 묵 공주 묵밥집 가야 해 꼭 가자,0
키키 아 산 근처 음식점은 코로나 영향 안 받겠지 !,0
이런 이런 등산의 꽃은 음식인데 못 먹다니 아쉽넹 ㅠㅠ,0
우리나라는 디저트보다는 식사류가 더 발달한 듯,0
그죵 식사류는 진짜 기상천외한 것도 많은데 디저트는 카페마다 비슷해서 ㅠ,0
제가 배가 고프온데 식사를 하사해주실 수 있사옵니까 이러고 하하,0
호텔 안에서 수영도 하고 밥도 잘 먹고~,0
누워있다 수영하다 밥 먹고 산책하고 수영하고 누워있고 크으!,0
베이컨에 에그스크럼블 이면 밥 한 끼 뚝딱 키키,0
밥 먹고 바로 나간다고 못 챙겼을 텐데 ㅠㅠ,0
나도 사진 찾아보니 가게가 잠겼는데 다들 영업도 하고 밥도 먹고 ㄷㄷ,0
생각난 김에 오늘 저녁에?,0
얼마 전에 길고양이 누가 밥 주고 있는데,0
그니깐 밥 주던 사람이 키울 여력이 안돼서 이렇게 밥만 주는 거라고,0
아 배부러 저녁 넘 많이 먹음,0
저녁 뭐 먹었어 형 누나,0
라면? 몸에도 안 좋은 거. 밥을 먹어야지,0
나도 아까 점심에 치킨 먹었는데 저녁은 건강하게 먹어야 하나,0
나는 점심 라면에 저녁 치킨 키키 넌 건강하게 먹어라,0
빠른 시일 내에 가족들과 밥을 한끼 해야겠어,0
연애도 식후경이니 먼저 밥을 먹어보는 게 어때?,0
뭐 하는데 형은 배달음식이 없어서 그런가?,0
배달음식 대신에 산에서 칡을 캐 먹을 수 있어,0
밤은 다이어트에 정말 좋은 음식이지,0
난 치킨보다 백숙 피자보다 전 햄버거보다 비빔밥이 좋아,0
나도 비빔밥 좋아 먹고 싶다,0
동생에게 나중에 건강한 비빔밥을 너에게 만들어 달라고 할게 물론 계란후라이는 없을 거야,0
맞아 비빔밥은 취향껏 먹어야 해 말릴 수 없어,0
나는 비빔밥에 불고기를 넣어서 섞어 먹곤 해 전주식 비빔밥이지,0
난 배민을 켜도 아무 음식점도 나오지 않아,0
아 졸리다 밥 먹고 깜빡 잠들었네,0
아 난 밥고 먹었겠다 자고 싶어,0
누나 조심해 아침이면,0
조심해 아침에,0
아침에 추울 텐데 가다 보면 더울 거 같고 겉옷 가져가면 거추장스러울 것 같고,0
아니야 아침에 추워 아니면 차에 벗어 놓고 가,0
"누나, 나 지금 밥 먹는데 그건 지금 안 했으면 좋겠어",0
그건 알겠는데 나 지금 밥 먹고 있어,0
나 밥 먹는데 변비 자랑하구 ㅜㅜ 누나 나빠,0
나도 밥 먹는 거 포기했어,0
밥 먹었니 애들앙 난 배아파 ㅠㅠ,0
배고프다ㅠㅠ 다들 점심은 먹었어?,0
몇 시에 잤는데 점심을 거르고 아직도 자,0
헐 5시면 밥 못 먹고 자는 거 인정해,0
나도 이제 밥 먹어야겠다,0
키키 *아 자취하면 밥은 주로 뭐 먹냐?,0
거의 배달음식 시켜 먹지,0
배달 음식 돈 너무 많이 들어,0
자취생들한테는 배달음식이 짱이야,0
사실 나도 어제 ** 친구가 치킨 배달 시켜줘서 그거 먹었어 저녁에,0
난 집에서 해준 집 밥 언제 먹었지?,0
물고기 밥 살 돈이 없어서;,0
물고기가 생각보다 물 갈고 밥 주고 뭐 하는데 돈이 많이 들어간다더라,0
키키 너 밥 먹을 돈은 있으면서... 진짜 인성이 ㅠㅠ,0
이따 저녁먹고 크아 들어와라,0
키키 저녁 먹고 나 약속있어 ㅠㅠ 밤에 팀플해야 되는데  진짜 하기 싫어 죽겠거든. 거기 남자애가 보통 답답한게 아니라서,0
나도 밥도 안 먹고 팀플 하는데 짜증나게 하는데?,0
맞아 나도 밥 안 먹었어 **도 안 먹었나? 키키,0
나 우리집 근처 맛집 찾음!,0
태국음식점인데 생긴 지 얼마 안됐어!,0
태국음식이 뭐가 있는데?,0
음 똠양꿍이랑 팟타이 같은 거! 너 태국음식 먹어봤어?,0
안 먹어봤어 베트남 음식만 먹어본 듯,0
우리집 뒤쪽 수변공원에 있는 식당이야,0
그럼 삼촌이 해주는 음식 먹었어?,0
응 점심엔 분식이랑 저녁엔 고기 구워주셨어,0
응 아까 점심 먹고부터는 괜찮아,0
"엄청 준비 많이 했더라고 막 식당 매니저랑도 다 짜고, 요트도 예약하고,!",0
와우... 밥이랑 화장실은?,0
나 화장실 갈 때는 밖에 아무도 없을 때 가구 밥은 엄마가 넣어줌 키키,0
지난번 배달시킨 음식 진짜 맛나지 않았었나요~?,0
배달시킨 음식 뭐 말하는 고에용?,0
우리가 시켜 먹은 음식이 너무 많아서 키키,0
냉면이랑 불고기 맛있었죠 배달 음식 치고는 퀄리티 굿,0
이제 가을이니까 조금 따뜻한 음식이 인기가 많겠죠~?,0
오오오 짱짱짱! 집에서 만든 음식이 제일 좋긴 하죠~!,0
등산부 모임이지만 거의 맛집 탐방 모임요^^,0
우리 지난번 식물원 갔을 때 고기 먹었던 식당도 등산부 모임 때 갔었던 곳이에요~,0
그죠 스포츠는 맛집과 일심동체 하하,0
키키 맛집 탐방 좋네요,0
취미는 맛집 탐방~,0
포르투칼 해안가를 거닐며~ 저녁 때 여유롭게 산책쓰~,0
맛있는 음식도 먹고~ 빠리의 제과점은 다시 한 번 꼭 가보고 싶어요~ 까페도~,0
산촌 가서 밥 해 먹던데 키키,0
완전 맛있는 김밥 먹고 싶어 키키,0
나 오늘 김밥 먹을 건데 키키 김이랑 밥이랑,0
나는 치즈 김밥 제일 좋아함 키키,0
김이랑 밥 키키,0
그 경주에 유명한 김밥 이름 뭐지?,0
계란지단김밥! 아 그거 진짜 짱맛...,0
계란지단이 밥 대신 들어가 있는 거지? 키키,0
웅 그거는 키토김밥!,0
경주 지단김밥은 밥은 들어가 있어 키키,0
요즘 키토김밥이 유행이자낭,0
아 키키 밥 들어가 있구나 키키,0
다이어트 김밥인가 키키,0
나 혼자 산다에서 박재정이 키토김밥 만들던데 키키 김밥 말아 봤어?,0
난 키토 말고 살 많이 찔 거 같은 삼겹살김밥 말아봄 키키,0
키키 오 김밥 만들어봤어? 김밥 어려울 거 같은데 키키,0
김연경 필통김밥 떠올라,0
필통김밥은 또 머야?,0
필통 김밥 진짜 웃김 김연경 성격 완전 들어나 키키,0
김밥 말다가 키키 까먹고 못 넣은 재료 그냥 연필 꽂아 넣듯 꽂아버림,0
꽂아 넣어도 어쨌든 김밥이네 키키,0
김밥 볶음밥도 맛있는뎅,0
김밥 남은 걸로 계란 물 입혀서 구운 것도 진짜 맛있음 키키,0
제주도 오는정 김밥이라고 알아? 엄청 유명하던데,0
제주도면 혹시 전복김밥?!,0
전복을 김밥에 넣었어?,0
전복김밥인지 모르겠는데 종류가 여러 개 있을걸?,0
